"Point","lat","lon","lat.1","lon.1","Location","des","latlon.x","latlon.y"
"29",6.87686967849731,79.8803253173828,6.87665987014771,79.8805084228516,576,577,"6.87686967849731+79.8803253173828","6.87665987014771+79.8805084228516"
"29",6.87665987014771,79.8805084228516,6.87658977508545,79.8805313110352,577,578,"6.87665987014771+79.8805084228516","6.87658977508545+79.8805313110352"
"29",6.87658977508545,79.8805313110352,6.87649965286255,79.8805847167969,578,579,"6.87658977508545+79.8805313110352","6.87649965286255+79.8805847167969"
"29",6.87649965286255,79.8805847167969,6.87615966796875,79.8807754516602,579,580,"6.87649965286255+79.8805847167969","6.87615966796875+79.8807754516602"
"29",6.87615966796875,79.8807754516602,6.87632989883423,79.8810806274414,580,581,"6.87615966796875+79.8807754516602","6.87632989883423+79.8810806274414"
"29",6.87632989883423,79.8810806274414,6.87633991241455,79.8813247680664,581,582,"6.87632989883423+79.8810806274414","6.87633991241455+79.8813247680664"
"29",6.87633991241455,79.8813247680664,6.87633991241455,79.8813247680664,582,583,"6.87633991241455+79.8813247680664","6.87633991241455+79.8813247680664"
"30",6.87633991241455,79.8813247680664,6.87632989883423,79.8810806274414,583,584,"6.87633991241455+79.8813247680664","6.87632989883423+79.8810806274414"
"30",6.87632989883423,79.8810806274414,6.87615966796875,79.8807754516602,584,585,"6.87632989883423+79.8810806274414","6.87615966796875+79.8807754516602"
"30",6.87615966796875,79.8807754516602,6.87575960159302,79.8809967041016,585,586,"6.87615966796875+79.8807754516602","6.87575960159302+79.8809967041016"
"30",6.87575960159302,79.8809967041016,6.87534999847412,79.8811798095703,586,587,"6.87575960159302+79.8809967041016","6.87534999847412+79.8811798095703"
"30",6.87534999847412,79.8811798095703,6.87395000457764,79.8817977905273,587,588,"6.87534999847412+79.8811798095703","6.87395000457764+79.8817977905273"
"30",6.87395000457764,79.8817977905273,6.87352991104126,79.8820266723633,588,589,"6.87395000457764+79.8817977905273","6.87352991104126+79.8820266723633"
"30",6.87352991104126,79.8820266723633,6.87369966506958,79.8821258544922,589,590,"6.87352991104126+79.8820266723633","6.87369966506958+79.8821258544922"
"30",6.87369966506958,79.8821258544922,6.87382984161377,79.8821258544922,590,591,"6.87369966506958+79.8821258544922","6.87382984161377+79.8821258544922"
"30",6.87382984161377,79.8821258544922,6.87390995025635,79.8821487426758,591,592,"6.87382984161377+79.8821258544922","6.87390995025635+79.8821487426758"
"30",6.87390995025635,79.8821487426758,6.87412977218628,79.882209777832,592,593,"6.87390995025635+79.8821487426758","6.87412977218628+79.882209777832"
"30",6.87412977218628,79.882209777832,6.87450981140137,79.8822860717773,593,594,"6.87412977218628+79.882209777832","6.87450981140137+79.8822860717773"
"30",6.87450981140137,79.8822860717773,6.87509965896606,79.8823547363281,594,595,"6.87450981140137+79.8822860717773","6.87509965896606+79.8823547363281"
"30",6.87509965896606,79.8823547363281,6.87521982192993,79.8823776245117,595,596,"6.87509965896606+79.8823547363281","6.87521982192993+79.8823776245117"
"30",6.87521982192993,79.8823776245117,6.87572002410889,79.8824005126953,596,597,"6.87521982192993+79.8823776245117","6.87572002410889+79.8824005126953"
"30",6.87572002410889,79.8824005126953,6.87615966796875,79.8824157714844,597,598,"6.87572002410889+79.8824005126953","6.87615966796875+79.8824157714844"
"30",6.87615966796875,79.8824157714844,6.87648963928223,79.882438659668,598,599,"6.87615966796875+79.8824157714844","6.87648963928223+79.882438659668"
"30",6.87648963928223,79.882438659668,6.87695980072021,79.8825607299805,599,600,"6.87648963928223+79.882438659668","6.87695980072021+79.8825607299805"
"30",6.87695980072021,79.8825607299805,6.87700986862183,79.8825607299805,600,601,"6.87695980072021+79.8825607299805","6.87700986862183+79.8825607299805"
"30",6.87700986862183,79.8825607299805,6.8769998550415,79.8826599121094,601,602,"6.87700986862183+79.8825607299805","6.8769998550415+79.8826599121094"
"30",6.8769998550415,79.8826599121094,6.87693977355957,79.8829498291016,602,603,"6.8769998550415+79.8826599121094","6.87693977355957+79.8829498291016"
"30",6.87693977355957,79.8829498291016,6.87687969207764,79.8832168579102,603,604,"6.87693977355957+79.8829498291016","6.87687969207764+79.8832168579102"
"30",6.87687969207764,79.8832168579102,6.87680006027222,79.8834381103516,604,605,"6.87687969207764+79.8832168579102","6.87680006027222+79.8834381103516"
"30",6.87680006027222,79.8834381103516,6.87672996520996,79.8836059570312,605,606,"6.87680006027222+79.8834381103516","6.87672996520996+79.8836059570312"
"30",6.87672996520996,79.8836059570312,6.87658977508545,79.8843612670898,606,607,"6.87672996520996+79.8836059570312","6.87658977508545+79.8843612670898"
"30",6.87658977508545,79.8843612670898,6.87651968002319,79.8845901489258,607,608,"6.87658977508545+79.8843612670898","6.87651968002319+79.8845901489258"
"30",6.87651968002319,79.8845901489258,6.87646961212158,79.8846664428711,608,609,"6.87651968002319+79.8845901489258","6.87646961212158+79.8846664428711"
"30",6.87646961212158,79.8846664428711,6.87633991241455,79.8847579956055,609,610,"6.87646961212158+79.8846664428711","6.87633991241455+79.8847579956055"
"30",6.87633991241455,79.8847579956055,6.8760199546814,79.8848495483398,610,611,"6.87633991241455+79.8847579956055","6.8760199546814+79.8848495483398"
"30",6.8760199546814,79.8848495483398,6.87568998336792,79.8849563598633,611,612,"6.8760199546814+79.8848495483398","6.87568998336792+79.8849563598633"
"30",6.87568998336792,79.8849563598633,6.87530994415283,79.8851165771484,612,613,"6.87568998336792+79.8849563598633","6.87530994415283+79.8851165771484"
"30",6.87530994415283,79.8851165771484,6.87495994567871,79.8852996826172,613,614,"6.87530994415283+79.8851165771484","6.87495994567871+79.8852996826172"
"30",6.87495994567871,79.8852996826172,6.87468004226685,79.8853378295898,614,615,"6.87495994567871+79.8852996826172","6.87468004226685+79.8853378295898"
"30",6.87468004226685,79.8853378295898,6.87452983856201,79.8853759765625,615,616,"6.87468004226685+79.8853378295898","6.87452983856201+79.8853759765625"
"30",6.87452983856201,79.8853759765625,6.87441968917847,79.8854293823242,616,617,"6.87452983856201+79.8853759765625","6.87441968917847+79.8854293823242"
"30",6.87441968917847,79.8854293823242,6.87428998947144,79.8855361938477,617,618,"6.87441968917847+79.8854293823242","6.87428998947144+79.8855361938477"
"30",6.87428998947144,79.8855361938477,6.87418985366821,79.8856658935547,618,619,"6.87428998947144+79.8855361938477","6.87418985366821+79.8856658935547"
"30",6.87418985366821,79.8856658935547,6.87408971786499,79.8858184814453,619,620,"6.87418985366821+79.8856658935547","6.87408971786499+79.8858184814453"
"30",6.87408971786499,79.8858184814453,6.87387990951538,79.8856658935547,620,621,"6.87408971786499+79.8858184814453","6.87387990951538+79.8856658935547"
"30",6.87387990951538,79.8856658935547,6.87376976013184,79.8855743408203,621,622,"6.87387990951538+79.8856658935547","6.87376976013184+79.8855743408203"
"30",6.87376976013184,79.8855743408203,6.87365961074829,79.8854598999023,622,623,"6.87376976013184+79.8855743408203","6.87365961074829+79.8854598999023"
"30",6.87365961074829,79.8854598999023,6.87341976165771,79.8851699829102,623,624,"6.87365961074829+79.8854598999023","6.87341976165771+79.8851699829102"
"30",6.87341976165771,79.8851699829102,6.87335968017578,79.8850555419922,624,625,"6.87341976165771+79.8851699829102","6.87335968017578+79.8850555419922"
"30",6.87335968017578,79.8850555419922,6.87319993972778,79.8842697143555,625,626,"6.87335968017578+79.8850555419922","6.87319993972778+79.8842697143555"
"30",6.87319993972778,79.8842697143555,6.87307977676392,79.883674621582,626,627,"6.87319993972778+79.8842697143555","6.87307977676392+79.883674621582"
"30",6.87307977676392,79.883674621582,6.87303972244263,79.8836288452148,627,628,"6.87307977676392+79.883674621582","6.87303972244263+79.8836288452148"
"30",6.87303972244263,79.8836288452148,6.8730297088623,79.8834762573242,628,629,"6.87303972244263+79.8836288452148","6.8730297088623+79.8834762573242"
"30",6.8730297088623,79.8834762573242,6.87303972244263,79.8834686279297,629,630,"6.8730297088623+79.8834762573242","6.87303972244263+79.8834686279297"
"30",6.87303972244263,79.8834686279297,6.87323999404907,79.8834762573242,630,631,"6.87303972244263+79.8834686279297","6.87323999404907+79.8834762573242"
"30",6.87323999404907,79.8834762573242,6.873459815979,79.8834915161133,631,632,"6.87323999404907+79.8834762573242","6.873459815979+79.8834915161133"
"30",6.873459815979,79.8834915161133,6.87347984313965,79.883415222168,632,633,"6.873459815979+79.8834915161133","6.87347984313965+79.883415222168"
"30",6.87347984313965,79.883415222168,6.87349987030029,79.8833847045898,633,634,"6.87347984313965+79.883415222168","6.87349987030029+79.8833847045898"
"30",6.87349987030029,79.8833847045898,6.87365961074829,79.8833465576172,634,635,"6.87349987030029+79.8833847045898","6.87365961074829+79.8833465576172"
"30",6.87365961074829,79.8833465576172,6.87377977371216,79.8833541870117,635,636,"6.87365961074829+79.8833465576172","6.87377977371216+79.8833541870117"
"30",6.87377977371216,79.8833541870117,6.87385988235474,79.8833847045898,636,637,"6.87377977371216+79.8833541870117","6.87385988235474+79.8833847045898"
"30",6.87385988235474,79.8833847045898,6.87389993667603,79.883430480957,637,638,"6.87385988235474+79.8833847045898","6.87389993667603+79.883430480957"
"30",6.87389993667603,79.883430480957,6.87391996383667,79.8835067749023,638,639,"6.87389993667603+79.883430480957","6.87391996383667+79.8835067749023"
"30",6.87391996383667,79.8835067749023,6.87397003173828,79.8836364746094,639,640,"6.87391996383667+79.8835067749023","6.87397003173828+79.8836364746094"
"30",6.87397003173828,79.8836364746094,6.87397003173828,79.8836364746094,640,641,"6.87397003173828+79.8836364746094","6.87397003173828+79.8836364746094"
"31",6.87397003173828,79.8836364746094,6.87391996383667,79.8835067749023,641,642,"6.87397003173828+79.8836364746094","6.87391996383667+79.8835067749023"
"31",6.87391996383667,79.8835067749023,6.87389993667603,79.883430480957,642,643,"6.87391996383667+79.8835067749023","6.87389993667603+79.883430480957"
"31",6.87389993667603,79.883430480957,6.87385988235474,79.8833847045898,643,644,"6.87389993667603+79.883430480957","6.87385988235474+79.8833847045898"
"31",6.87385988235474,79.8833847045898,6.87377977371216,79.8833541870117,644,645,"6.87385988235474+79.8833847045898","6.87377977371216+79.8833541870117"
"31",6.87377977371216,79.8833541870117,6.87365961074829,79.8833465576172,645,646,"6.87377977371216+79.8833541870117","6.87365961074829+79.8833465576172"
"31",6.87365961074829,79.8833465576172,6.87349987030029,79.8833847045898,646,647,"6.87365961074829+79.8833465576172","6.87349987030029+79.8833847045898"
"31",6.87349987030029,79.8833847045898,6.87347984313965,79.883415222168,647,648,"6.87349987030029+79.8833847045898","6.87347984313965+79.883415222168"
"31",6.87347984313965,79.883415222168,6.873459815979,79.8834915161133,648,649,"6.87347984313965+79.883415222168","6.873459815979+79.8834915161133"
"31",6.873459815979,79.8834915161133,6.87323999404907,79.8834762573242,649,650,"6.873459815979+79.8834915161133","6.87323999404907+79.8834762573242"
"31",6.87323999404907,79.8834762573242,6.87307977676392,79.8834686279297,650,651,"6.87323999404907+79.8834762573242","6.87307977676392+79.8834686279297"
"31",6.87307977676392,79.8834686279297,6.87303972244263,79.8834686279297,651,652,"6.87307977676392+79.8834686279297","6.87303972244263+79.8834686279297"
"31",6.87303972244263,79.8834686279297,6.8730297088623,79.8834762573242,652,653,"6.87303972244263+79.8834686279297","6.8730297088623+79.8834762573242"
"31",6.8730297088623,79.8834762573242,6.87303972244263,79.8836288452148,653,654,"6.8730297088623+79.8834762573242","6.87303972244263+79.8836288452148"
"31",6.87303972244263,79.8836288452148,6.87282991409302,79.8835754394531,654,655,"6.87303972244263+79.8836288452148","6.87282991409302+79.8835754394531"
"31",6.87282991409302,79.8835754394531,6.87244987487793,79.8833770751953,655,656,"6.87282991409302+79.8835754394531","6.87244987487793+79.8833770751953"
"31",6.87244987487793,79.8833770751953,6.87232971191406,79.8836059570312,656,657,"6.87244987487793+79.8833770751953","6.87232971191406+79.8836059570312"
"31",6.87232971191406,79.8836059570312,6.87131977081299,79.8854446411133,657,658,"6.87232971191406+79.8836059570312","6.87131977081299+79.8854446411133"
"31",6.87131977081299,79.8854446411133,6.87188005447388,79.8854675292969,658,659,"6.87131977081299+79.8854446411133","6.87188005447388+79.8854675292969"
"31",6.87188005447388,79.8854675292969,6.87190961837769,79.8854904174805,659,660,"6.87188005447388+79.8854675292969","6.87190961837769+79.8854904174805"
"31",6.87190961837769,79.8854904174805,6.87192964553833,79.8856201171875,660,661,"6.87190961837769+79.8854904174805","6.87192964553833+79.8856201171875"
"31",6.87192964553833,79.8856201171875,6.87196969985962,79.8857116699219,661,662,"6.87192964553833+79.8856201171875","6.87196969985962+79.8857116699219"
"31",6.87196969985962,79.8857116699219,6.87203979492188,79.8857345581055,662,663,"6.87196969985962+79.8857116699219","6.87203979492188+79.8857345581055"
"31",6.87203979492188,79.8857345581055,6.87240982055664,79.8857192993164,663,664,"6.87203979492188+79.8857345581055","6.87240982055664+79.8857192993164"
"31",6.87240982055664,79.8857192993164,6.87240982055664,79.8857192993164,664,665,"6.87240982055664+79.8857192993164","6.87240982055664+79.8857192993164"
"32",6.87240982055664,79.8857192993164,6.87201976776123,79.8857345581055,665,666,"6.87240982055664+79.8857192993164","6.87201976776123+79.8857345581055"
"32",6.87201976776123,79.8857345581055,6.87194967269897,79.8856887817383,666,667,"6.87201976776123+79.8857345581055","6.87194967269897+79.8856887817383"
"32",6.87194967269897,79.8856887817383,6.87189960479736,79.8854751586914,667,668,"6.87194967269897+79.8856887817383","6.87189960479736+79.8854751586914"
"32",6.87189960479736,79.8854751586914,6.87187004089355,79.8854675292969,668,669,"6.87189960479736+79.8854751586914","6.87187004089355+79.8854675292969"
"32",6.87187004089355,79.8854675292969,6.8717999458313,79.8854598999023,669,670,"6.87187004089355+79.8854675292969","6.8717999458313+79.8854598999023"
"32",6.8717999458313,79.8854598999023,6.87131977081299,79.8854446411133,670,671,"6.8717999458313+79.8854598999023","6.87131977081299+79.8854446411133"
"32",6.87131977081299,79.8854446411133,6.87131977081299,79.8854675292969,671,672,"6.87131977081299+79.8854446411133","6.87131977081299+79.8854675292969"
"32",6.87131977081299,79.8854675292969,6.87072992324829,79.8864898681641,672,673,"6.87131977081299+79.8854675292969","6.87072992324829+79.8864898681641"
"32",6.87072992324829,79.8864898681641,6.87064981460571,79.8866500854492,673,674,"6.87072992324829+79.8864898681641","6.87064981460571+79.8866500854492"
"32",6.87064981460571,79.8866500854492,6.87063980102539,79.8867263793945,674,675,"6.87064981460571+79.8866500854492","6.87063980102539+79.8867263793945"
"32",6.87063980102539,79.8867263793945,6.87029981613159,79.8873672485352,675,676,"6.87063980102539+79.8867263793945","6.87029981613159+79.8873672485352"
"32",6.87029981613159,79.8873672485352,6.87022972106934,79.8875274658203,676,677,"6.87029981613159+79.8873672485352","6.87022972106934+79.8875274658203"
"32",6.87022972106934,79.8875274658203,6.8699197769165,79.8883285522461,677,678,"6.87022972106934+79.8875274658203","6.8699197769165+79.8883285522461"
"32",6.8699197769165,79.8883285522461,6.86978006362915,79.8881988525391,678,679,"6.8699197769165+79.8883285522461","6.86978006362915+79.8881988525391"
"32",6.86978006362915,79.8881988525391,6.86979961395264,79.8881683349609,679,680,"6.86978006362915+79.8881988525391","6.86979961395264+79.8881683349609"
"32",6.86979961395264,79.8881683349609,6.86998987197876,79.8876571655273,680,681,"6.86979961395264+79.8881683349609","6.86998987197876+79.8876571655273"
"32",6.86998987197876,79.8876571655273,6.87035989761353,79.8869552612305,681,682,"6.86998987197876+79.8876571655273","6.87035989761353+79.8869552612305"
"32",6.87035989761353,79.8869552612305,6.8705997467041,79.8866806030273,682,683,"6.87035989761353+79.8869552612305","6.8705997467041+79.8866806030273"
"32",6.8705997467041,79.8866806030273,6.87064981460571,79.8866500854492,683,684,"6.8705997467041+79.8866806030273","6.87064981460571+79.8866500854492"
"32",6.87064981460571,79.8866500854492,6.87072992324829,79.8864898681641,684,685,"6.87064981460571+79.8866500854492","6.87072992324829+79.8864898681641"
"32",6.87072992324829,79.8864898681641,6.87063980102539,79.8864288330078,685,686,"6.87072992324829+79.8864898681641","6.87063980102539+79.8864288330078"
"32",6.87063980102539,79.8864288330078,6.87064981460571,79.886360168457,686,687,"6.87063980102539+79.8864288330078","6.87064981460571+79.886360168457"
"32",6.87064981460571,79.886360168457,6.87066984176636,79.8862762451172,687,688,"6.87064981460571+79.886360168457","6.87066984176636+79.8862762451172"
"32",6.87066984176636,79.8862762451172,6.87087965011597,79.8856582641602,688,689,"6.87066984176636+79.8862762451172","6.87087965011597+79.8856582641602"
"32",6.87087965011597,79.8856582641602,6.87089967727661,79.8855743408203,689,690,"6.87087965011597+79.8856582641602","6.87089967727661+79.8855743408203"
"32",6.87089967727661,79.8855743408203,6.87090969085693,79.8854751586914,690,691,"6.87089967727661+79.8855743408203","6.87090969085693+79.8854751586914"
"32",6.87090969085693,79.8854751586914,6.87083959579468,79.8854675292969,691,692,"6.87090969085693+79.8854751586914","6.87083959579468+79.8854675292969"
"32",6.87083959579468,79.8854675292969,6.87070989608765,79.8854293823242,692,693,"6.87083959579468+79.8854675292969","6.87070989608765+79.8854293823242"
"32",6.87070989608765,79.8854293823242,6.87063980102539,79.8853759765625,693,694,"6.87070989608765+79.8854293823242","6.87063980102539+79.8853759765625"
"32",6.87063980102539,79.8853759765625,6.87066984176636,79.8852157592773,694,695,"6.87063980102539+79.8853759765625","6.87066984176636+79.8852157592773"
"32",6.87066984176636,79.8852157592773,6.87070989608765,79.885139465332,695,696,"6.87066984176636+79.8852157592773","6.87070989608765+79.885139465332"
"32",6.87070989608765,79.885139465332,6.87070989608765,79.884895324707,696,697,"6.87070989608765+79.885139465332","6.87070989608765+79.884895324707"
"32",6.87070989608765,79.884895324707,6.87075996398926,79.8839950561523,697,698,"6.87070989608765+79.884895324707","6.87075996398926+79.8839950561523"
"32",6.87075996398926,79.8839950561523,6.87072992324829,79.8836517333984,698,699,"6.87075996398926+79.8839950561523","6.87072992324829+79.8836517333984"
"32",6.87072992324829,79.8836517333984,6.87071990966797,79.8830108642578,699,700,"6.87072992324829+79.8836517333984","6.87071990966797+79.8830108642578"
"32",6.87071990966797,79.8830108642578,6.87073993682861,79.8827667236328,700,701,"6.87071990966797+79.8830108642578","6.87073993682861+79.8827667236328"
"32",6.87073993682861,79.8827667236328,6.87072992324829,79.8824005126953,701,702,"6.87073993682861+79.8827667236328","6.87072992324829+79.8824005126953"
"32",6.87072992324829,79.8824005126953,6.87072992324829,79.8822174072266,702,703,"6.87072992324829+79.8824005126953","6.87072992324829+79.8822174072266"
"32",6.87072992324829,79.8822174072266,6.87066984176636,79.8817749023438,703,704,"6.87072992324829+79.8822174072266","6.87066984176636+79.8817749023438"
"32",6.87066984176636,79.8817749023438,6.87056970596313,79.8814315795898,704,705,"6.87066984176636+79.8817749023438","6.87056970596313+79.8814315795898"
"32",6.87056970596313,79.8814315795898,6.87042999267578,79.8810043334961,705,706,"6.87056970596313+79.8814315795898","6.87042999267578+79.8810043334961"
"32",6.87042999267578,79.8810043334961,6.8703498840332,79.8806610107422,706,707,"6.87042999267578+79.8810043334961","6.8703498840332+79.8806610107422"
"32",6.8703498840332,79.8806610107422,6.87061977386475,79.8804244995117,707,708,"6.8703498840332+79.8806610107422","6.87061977386475+79.8804244995117"
"32",6.87061977386475,79.8804244995117,6.87073993682861,79.88037109375,708,709,"6.87061977386475+79.8804244995117","6.87073993682861+79.88037109375"
"32",6.87073993682861,79.88037109375,6.87081003189087,79.8803558349609,709,710,"6.87073993682861+79.88037109375","6.87081003189087+79.8803558349609"
"32",6.87081003189087,79.8803558349609,6.87091970443726,79.8803482055664,710,711,"6.87081003189087+79.8803558349609","6.87091970443726+79.8803482055664"
"32",6.87091970443726,79.8803482055664,6.87091970443726,79.8803482055664,711,712,"6.87091970443726+79.8803482055664","6.87091970443726+79.8803482055664"
"33",6.87091970443726,79.8803482055664,6.87081003189087,79.8803558349609,712,713,"6.87091970443726+79.8803482055664","6.87081003189087+79.8803558349609"
"33",6.87081003189087,79.8803558349609,6.87073993682861,79.88037109375,713,714,"6.87081003189087+79.8803558349609","6.87073993682861+79.88037109375"
"33",6.87073993682861,79.88037109375,6.87061977386475,79.8804244995117,714,715,"6.87073993682861+79.88037109375","6.87061977386475+79.8804244995117"
"33",6.87061977386475,79.8804244995117,6.8703498840332,79.8806610107422,715,716,"6.87061977386475+79.8804244995117","6.8703498840332+79.8806610107422"
"33",6.8703498840332,79.8806610107422,6.87042999267578,79.8810043334961,716,717,"6.8703498840332+79.8806610107422","6.87042999267578+79.8810043334961"
"33",6.87042999267578,79.8810043334961,6.87056970596313,79.8814315795898,717,718,"6.87042999267578+79.8810043334961","6.87056970596313+79.8814315795898"
"33",6.87056970596313,79.8814315795898,6.87066984176636,79.8817749023438,718,719,"6.87056970596313+79.8814315795898","6.87066984176636+79.8817749023438"
"33",6.87066984176636,79.8817749023438,6.87072992324829,79.8822174072266,719,720,"6.87066984176636+79.8817749023438","6.87072992324829+79.8822174072266"
"33",6.87072992324829,79.8822174072266,6.87072992324829,79.8824005126953,720,721,"6.87072992324829+79.8822174072266","6.87072992324829+79.8824005126953"
"33",6.87072992324829,79.8824005126953,6.87073993682861,79.8827667236328,721,722,"6.87072992324829+79.8824005126953","6.87073993682861+79.8827667236328"
"33",6.87073993682861,79.8827667236328,6.87071990966797,79.8830108642578,722,723,"6.87073993682861+79.8827667236328","6.87071990966797+79.8830108642578"
"33",6.87071990966797,79.8830108642578,6.87072992324829,79.8836517333984,723,724,"6.87071990966797+79.8830108642578","6.87072992324829+79.8836517333984"
"33",6.87072992324829,79.8836517333984,6.87075996398926,79.8839950561523,724,725,"6.87072992324829+79.8836517333984","6.87075996398926+79.8839950561523"
"33",6.87075996398926,79.8839950561523,6.87072992324829,79.8845977783203,725,726,"6.87075996398926+79.8839950561523","6.87072992324829+79.8845977783203"
"33",6.87072992324829,79.8845977783203,6.87070989608765,79.8847808837891,726,727,"6.87072992324829+79.8845977783203","6.87070989608765+79.8847808837891"
"33",6.87070989608765,79.8847808837891,6.87041997909546,79.8847274780273,727,728,"6.87070989608765+79.8847808837891","6.87041997909546+79.8847274780273"
"33",6.87041997909546,79.8847274780273,6.87038993835449,79.8847198486328,728,729,"6.87041997909546+79.8847274780273","6.87038993835449+79.8847198486328"
"33",6.87038993835449,79.8847198486328,6.87038993835449,79.8847198486328,729,730,"6.87038993835449+79.8847198486328","6.87038993835449+79.8847198486328"
"34",6.87038993835449,79.8847198486328,6.87070989608765,79.8847808837891,730,731,"6.87038993835449+79.8847198486328","6.87070989608765+79.8847808837891"
"34",6.87070989608765,79.8847808837891,6.87074995040894,79.8843765258789,731,732,"6.87070989608765+79.8847808837891","6.87074995040894+79.8843765258789"
"34",6.87074995040894,79.8843765258789,6.87075996398926,79.8839950561523,732,733,"6.87074995040894+79.8843765258789","6.87075996398926+79.8839950561523"
"34",6.87075996398926,79.8839950561523,6.87072992324829,79.8838500976562,733,734,"6.87075996398926+79.8839950561523","6.87072992324829+79.8838500976562"
"34",6.87072992324829,79.8838500976562,6.87072992324829,79.883430480957,734,735,"6.87072992324829+79.8838500976562","6.87072992324829+79.883430480957"
"34",6.87072992324829,79.883430480957,6.87071990966797,79.8829574584961,735,736,"6.87072992324829+79.883430480957","6.87071990966797+79.8829574584961"
"34",6.87071990966797,79.8829574584961,6.87073993682861,79.8827667236328,736,737,"6.87071990966797+79.8829574584961","6.87073993682861+79.8827667236328"
"34",6.87073993682861,79.8827667236328,6.87072992324829,79.8825073242188,737,738,"6.87073993682861+79.8827667236328","6.87072992324829+79.8825073242188"
"34",6.87072992324829,79.8825073242188,6.87072992324829,79.8822784423828,738,739,"6.87072992324829+79.8825073242188","6.87072992324829+79.8822784423828"
"34",6.87072992324829,79.8822784423828,6.87070989608765,79.8819885253906,739,740,"6.87072992324829+79.8822784423828","6.87070989608765+79.8819885253906"
"34",6.87070989608765,79.8819885253906,6.87119960784912,79.8818588256836,740,741,"6.87070989608765+79.8819885253906","6.87119960784912+79.8818588256836"
"34",6.87119960784912,79.8818588256836,6.87119960784912,79.8818588256836,741,742,"6.87119960784912+79.8818588256836","6.87119960784912+79.8818588256836"
"35",6.87119960784912,79.8818588256836,6.87070989608765,79.8819885253906,742,743,"6.87119960784912+79.8818588256836","6.87070989608765+79.8819885253906"
"35",6.87070989608765,79.8819885253906,6.87064981460571,79.8816604614258,743,744,"6.87070989608765+79.8819885253906","6.87064981460571+79.8816604614258"
"35",6.87064981460571,79.8816604614258,6.87049961090088,79.8812255859375,744,745,"6.87064981460571+79.8816604614258","6.87049961090088+79.8812255859375"
"35",6.87049961090088,79.8812255859375,6.87036991119385,79.8807983398438,745,746,"6.87049961090088+79.8812255859375","6.87036991119385+79.8807983398438"
"35",6.87036991119385,79.8807983398438,6.8703498840332,79.8806610107422,746,747,"6.87036991119385+79.8807983398438","6.8703498840332+79.8806610107422"
"35",6.8703498840332,79.8806610107422,6.87014961242676,79.8805694580078,747,748,"6.8703498840332+79.8806610107422","6.87014961242676+79.8805694580078"
"35",6.87014961242676,79.8805694580078,6.86994981765747,79.8804473876953,748,749,"6.87014961242676+79.8805694580078","6.86994981765747+79.8804473876953"
"35",6.86994981765747,79.8804473876953,6.86949968338013,79.8801956176758,749,750,"6.86994981765747+79.8804473876953","6.86949968338013+79.8801956176758"
"35",6.86949968338013,79.8801956176758,6.86954975128174,79.8800888061523,750,751,"6.86949968338013+79.8801956176758","6.86954975128174+79.8800888061523"
"35",6.86954975128174,79.8800888061523,6.86970996856689,79.8797378540039,751,752,"6.86954975128174+79.8800888061523","6.86970996856689+79.8797378540039"
"35",6.86970996856689,79.8797378540039,6.86993980407715,79.8793716430664,752,753,"6.86970996856689+79.8797378540039","6.86993980407715+79.8793716430664"
"35",6.86993980407715,79.8793716430664,6.87005996704102,79.8791046142578,753,754,"6.86993980407715+79.8793716430664","6.87005996704102+79.8791046142578"
"35",6.87005996704102,79.8791046142578,6.87007999420166,79.8789443969727,754,755,"6.87005996704102+79.8791046142578","6.87007999420166+79.8789443969727"
"35",6.87007999420166,79.8789443969727,6.87012004852295,79.8783187866211,755,756,"6.87007999420166+79.8789443969727","6.87012004852295+79.8783187866211"
"35",6.87012004852295,79.8783187866211,6.87014961242676,79.8781890869141,756,757,"6.87012004852295+79.8783187866211","6.87014961242676+79.8781890869141"
"35",6.87014961242676,79.8781890869141,6.87022972106934,79.8779983520508,757,758,"6.87014961242676+79.8781890869141","6.87022972106934+79.8779983520508"
"35",6.87022972106934,79.8779983520508,6.87049961090088,79.8775787353516,758,759,"6.87022972106934+79.8779983520508","6.87049961090088+79.8775787353516"
"35",6.87049961090088,79.8775787353516,6.87064981460571,79.877326965332,759,760,"6.87049961090088+79.8775787353516","6.87064981460571+79.877326965332"
"35",6.87064981460571,79.877326965332,6.87072992324829,79.8772201538086,760,761,"6.87064981460571+79.877326965332","6.87072992324829+79.8772201538086"
"35",6.87072992324829,79.8772201538086,6.87083959579468,79.8772659301758,761,762,"6.87072992324829+79.8772201538086","6.87083959579468+79.8772659301758"
"35",6.87083959579468,79.8772659301758,6.8711199760437,79.8773498535156,762,763,"6.87083959579468+79.8772659301758","6.8711199760437+79.8773498535156"
"35",6.8711199760437,79.8773498535156,6.87144994735718,79.8774566650391,763,764,"6.8711199760437+79.8773498535156","6.87144994735718+79.8774566650391"
"35",6.87144994735718,79.8774566650391,6.87182998657227,79.877571105957,764,765,"6.87144994735718+79.8774566650391","6.87182998657227+79.877571105957"
"35",6.87182998657227,79.877571105957,6.87188959121704,79.877571105957,765,766,"6.87182998657227+79.877571105957","6.87188959121704+79.877571105957"
"35",6.87188959121704,79.877571105957,6.87190961837769,79.8775787353516,766,767,"6.87188959121704+79.877571105957","6.87190961837769+79.8775787353516"
"35",6.87190961837769,79.8775787353516,6.87190961837769,79.8775787353516,767,768,"6.87190961837769+79.8775787353516","6.87190961837769+79.8775787353516"
